ID,Application creation month,NUMBER CREDITS IN KBI 3,NUMBER CREDITS IN KBI 6,ADMINISTRATIVE VIOLATION,CRIMINAL VIOLATION,NUMBER CREDITS IN KBI,NUMBER REQUESTS IN KBI,NUMBER REQUESTS IN KBI ALL,CLOSED CREDITS IN KBI,CLOSED CREDITS IN KBI YEAR,OVERDUES IN KBI,DURATION LAST OVERDUE,COUNTGUARANTEE,COUNTCLOSEGUARANTEE,COUNTOPENGUARANTEE,DURATIONGREATESTDELAYLASTYEAR,DURATIONGREATESTDELAYLASTALL,LATECOUNTSUMM 1 7,LATECOUNTSUMM 8 30,LATECOUNTSUMM 31 90,LATECOUNTSUMM 91 180,LATECOUNTSUMM 181,LATECOUNTPRC 1 7,LATECOUNTPRC 8 30,LATECOUNTPRC 31 90,LATECOUNTPRC 91 180,LATECOUNTPRC 181,LATECOUNTPAY 1 7,LATECOUNTPAY 8 30,LATECOUNTPAY 31 90,LATECOUNTPAY 91 180,LATECOUNTPAY 181,SEX,BIRTH CNTR,MARITAL STATUS,CHILDREN,MINORS,HOMEPHONE,WORKPHONE,MOBILE 1,REG TOWNTYPE,HOME TOWNTYPE,EMPLOYMENT,EDUCATION,PROFESSION,REAL ESTATE,VEHICLE,PERSONNEL PHONE,ACCOUNTING PHONE,Age,Length work,Matching address of registration and residence,Loans total,Credit load,Marker
649,autumn,0,1,1,0,3,2,11,4,1,2,1,0,2,0,4,18,10,1,0,0,0,10,1,0,0,0,2,0,0,0,0,Feminine,RU,Married,2,2,yes,yes,yes,Village1,Village1,Recruitment,Higher education,f,yes,yes,no,no,34,5.0,yes,7,0.13,bad
650,winter,0,0,0,0,1,0,6,5,2,0,12,1,0,1,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,no,no,34,8.0,no,6,0.05,good
651,autumn,0,0,0,0,1,1,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,l,yes,no,no,yes,52,33.1,yes,3,0.25,good
652,autumn,0,1,0,0,4,0,5,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,34,8.1,no,8,0.29,good
653,summer,0,1,4,0,1,0,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,q,yes,yes,yes,yes,30,1.3,yes,2,0.18,good
654,autumn,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,23,2.0,yes,1,0.10,good
655,winter,0,0,0,0,2,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,yes,no,no,yes,44,16.2,yes,8,0.26,good
656,summer,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,yes,yes,44,5.3,yes,1,0.06,good
657,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,26,0.5,no,0,0.04,good
658,autumn,0,0,0,0,1,0,3,1,0,0,3,2,1,1,0,4,5,0,0,0,0,5,0,0,0,0,4,1,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,yes,yes,yes,33,4.0,yes,2,0.19,good
659,winter,0,1,0,0,2,1,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,28,2.8,no,6,0.25,good
660,winter,0,2,0,0,0,1,6,6,3,0,6,0,0,0,0,62,1,1,2,0,0,0,2,2,0,0,0,0,2,0,0,Feminine,BY,Single,0,0,no,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,25,1.4,yes,6,0.01,good
661,autumn,0,0,2,2,1,1,10,3,0,0,125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,yes,yes,28,1.6,yes,4,0.14,good
662,winter,0,1,0,0,3,1,17,7,1,2,8,0,0,0,8,8,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,Feminine,BY,Separation,3,2,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,no,yes,yes,35,6.7,yes,10,0.22,good
663,winter,0,0,3,0,1,1,7,3,0,1,2,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,j,yes,yes,yes,yes,40,6.0,yes,4,0.08,good
664,winter,0,0,0,0,3,0,6,5,0,4,29,0,0,0,6,6,4,0,0,0,0,9,1,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,yes,30,8.4,no,8,0.33,good
665,autumn,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Separation,3,3,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,j,yes,no,no,no,30,0.5,yes,0,0.05,bad
666,autumn,0,0,2,0,0,0,4,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,2,2,yes,no,yes,City,City,Pensioner,no information,b,no,no,no,no,60,5.1,yes,3,0.11,good
667,summer,0,2,1,0,2,0,15,8,0,0,13,2,0,2,0,95,6,6,0,1,0,6,6,0,1,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,28,5.7,yes,10,0.05,good
668,autumn,0,0,0,0,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,yes,41,23.5,yes,6,0.22,good
669,spring,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,22,2.2,no,1,0.30,good
670,summer,0,0,0,2,1,0,2,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,3,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,57,7.2,yes,1,0.09,good
671,autumn,0,0,0,0,2,1,5,0,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,KZ,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,d,yes,no,yes,no,33,10.5,yes,2,0.46,good
672,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,UA,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,c,yes,no,no,no,35,10.5,yes,0,0.05,good
673,winter,1,2,0,0,4,0,15,11,1,10,3,1,0,1,4,4,19,0,0,0,0,21,0,0,0,0,2,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,no,36,15.4,yes,15,0.23,good
674,summer,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,no,27,0.8,yes,0,0.05,good
675,autumn,0,1,1,0,1,0,6,1,0,0,1,6,3,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,l,no,no,yes,yes,35,3.2,yes,2,0.10,good
676,autumn,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,a,no,yes,no,no,32,4.0,yes,1,0.27,good
677,winter,0,1,0,0,2,1,6,5,1,0,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Higher education,p,no,no,yes,yes,31,3.0,yes,7,0.17,good
678,autumn,0,0,0,0,2,1,10,3,0,3,3,1,6,0,3,7,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,d,yes,yes,yes,yes,40,20.8,yes,5,0.23,good
679,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,23,2.0,no,0,0.06,good
680,winter,1,1,0,0,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,yes,yes,no,no,39,10.0,yes,4,0.22,good
681,winter,0,0,0,0,1,1,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,l,no,no,no,no,26,3.7,yes,9,0.09,good
682,autumn,0,3,2,0,3,1,9,3,2,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,j,yes,no,yes,yes,32,2.0,yes,6,0.50,good
683,autumn,0,0,1,0,0,1,3,3,0,0,29,0,0,0,0,29,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,yes,36,15.3,yes,3,0.22,good
684,winter,0,0,0,0,0,0,4,3,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,3,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary education,i,yes,no,yes,yes,60,8.5,yes,3,0.06,good
685,winter,0,0,0,1,2,0,3,5,1,0,5,0,0,0,0,6,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,Feminine,KZ,Separation,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,j,no,no,no,no,48,0.3,yes,7,0.18,good
686,autumn,1,2,0,3,3,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,4,4,yes,yes,yes,City,City,Recruitment,Secondary technical education,a,yes,no,no,no,43,14.3,yes,4,0.17,good
687,summer,1,1,1,0,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,yes,yes,yes,yes,24,1.8,yes,1,0.08,good
688,winter,1,1,0,0,2,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,no,yes,no,no,39,19.8,yes,4,0.37,good
689,autumn,0,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,yes,yes,44,6.4,yes,1,0.11,good
690,autumn,0,1,0,0,2,2,9,7,0,0,3,1,1,0,0,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,Village1,Recruitment,Secondary special education,a,yes,no,no,no,33,1.5,no,9,0.38,good
691,autumn,0,0,2,0,2,3,7,3,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Other,Higher education,k,yes,yes,no,no,36,4.5,yes,5,0.04,good
692,autumn,0,0,2,0,2,0,7,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary technical education,i,yes,yes,no,no,34,8.0,yes,5,0.57,good
693,autumn,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,no,yes,yes,Village1,City,Individual entrepreneur,Secondary special education,k,yes,no,no,no,27,2.6,no,1,0.04,good
694,winter,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,a,yes,yes,no,yes,30,9.7,no,0,0.49,good
695,winter,0,0,2,2,1,1,6,3,1,1,3,1,0,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,UZ,Single,1,1,yes,yes,yes,Village1,City,Recruitment,Secondary special education,a,no,yes,yes,no,27,3.5,no,4,0.47,good
696,autumn,0,0,0,0,1,1,8,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,l,yes,no,no,no,44,25.3,no,6,0.15,good
697,winter,0,0,0,0,0,0,9,5,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,d,yes,no,no,no,38,2.0,yes,5,0.03,good
698,winter,0,1,0,0,4,0,13,13,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,DE,Separation,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,a,yes,no,yes,yes,42,10.0,yes,17,0.51,good
699,summer,0,1,0,0,5,1,9,2,0,16,38,5,3,2,42,62,37,17,0,0,0,34,18,0,0,0,27,14,4,0,0,Feminine,BY,Married,3,1,yes,yes,yes,City,City,Recruitment,Secondary special education,f,yes,yes,yes,yes,41,2.3,yes,7,0.12,good
700,autumn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,n,yes,yes,yes,yes,42,3.7,yes,0,0.02,bad
701,winter,0,0,3,0,4,0,14,4,0,11,8,4,2,2,20,25,23,12,0,0,0,22,11,0,0,0,2,2,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,54,8.1,yes,8,0.79,good
702,autumn,0,0,0,0,1,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,44,10.0,yes,1,0.15,good
703,autumn,0,0,4,0,0,0,3,2,1,0,22,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Secondary technical education,i,yes,no,no,no,46,20.0,yes,2,0.05,good
704,autumn,0,0,0,0,3,0,16,6,1,13,36,0,3,0,53,53,10,1,1,0,0,11,3,2,0,0,0,1,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,yes,yes,39,2.5,yes,9,0.48,bad
705,autumn,0,3,0,0,1,0,11,12,4,2,24,1,1,0,5,16,2,0,0,0,0,1,2,0,0,0,2,3,0,0,0,Feminine,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,no,no,no,54,8.2,yes,13,0.12,good
706,winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,Rural village,Rural village,Recruitment,Secondary education,a,no,yes,no,no,37,4.3,yes,0,0.05,good
707,winter,0,0,2,0,4,0,13,5,1,0,2,5,4,1,0,2,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,Feminine,BY,Separation,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,52,3.0,yes,9,0.28,good
708,winter,0,1,0,0,1,1,7,1,0,0,16,1,0,1,0,14,2,1,0,0,0,2,1,0,0,0,2,2,0,0,0,Feminine,BY,Married,2,0,yes,yes,yes,City,City,Recruitment,Secondary special education,l,no,no,yes,yes,53,2.9,yes,2,0.28,good
709,autumn,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,1,1,yes,yes,yes,Village1,Village1,Recruitment,Higher education,f,no,yes,no,no,33,0.6,yes,1,0.31,good
710,winter,0,0,2,0,0,2,16,12,2,4,10,1,1,0,10,29,2,5,0,0,0,2,4,0,0,0,0,4,0,0,0,Male,BY,Married,2,2,no,yes,yes,City,City,Recruitment,Secondary special education,i,yes,no,yes,yes,29,0.3,yes,12,0.07,good
711,spring,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,p,no,yes,yes,yes,38,18.0,yes,2,0.23,good
712,summer,0,1,0,0,2,1,7,5,1,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,37,10.0,yes,7,0.15,good
713,autumn,1,1,0,0,1,1,8,5,2,0,8,4,0,4,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Male,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,yes,no,yes,33,13.2,yes,6,0.25,good
714,winter,2,2,1,3,2,0,8,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,4,2,yes,yes,yes,Agrotown,Agrotown,Recruitment,Higher education,k,yes,yes,no,no,48,20.0,yes,4,0.04,good
715,autumn,1,1,0,0,2,1,23,14,1,0,30,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,c,yes,no,yes,yes,36,1.9,yes,16,0.42,good
716,winter,0,1,5,0,1,0,7,6,0,0,14,0,0,0,0,14,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,26,1.5,yes,7,0.12,good
717,autumn,3,3,0,0,4,0,7,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,RU,Single,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,48,8.3,yes,10,0.66,good
718,autumn,0,1,1,0,4,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,p,no,yes,yes,yes,25,4.2,no,5,0.41,good
719,autumn,1,1,0,0,2,0,6,3,0,0,58,4,3,1,0,58,7,2,1,0,0,7,2,2,0,0,0,0,0,0,0,Feminine,BY,Married,2,0,yes,no,yes,City,City,Pensioner,no information,b,yes,no,no,no,52,2.0,yes,5,0.19,good
720,winter,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,15,3,3,0,0,0,4,4,0,0,0,4,4,2,0,0,Feminine,BY,Single,2,2,yes,yes,yes,City,City,Recruitment,Secondary special education,h,no,no,no,no,34,5.9,yes,2,0.36,good
721,winter,0,0,5,2,0,1,2,2,0,0,9,0,0,0,0,46,19,3,1,0,0,17,3,2,0,0,15,3,5,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Secondary education,k,no,yes,no,no,34,1.5,yes,2,0.10,good
722,winter,0,0,3,0,3,2,8,3,2,1,20,0,0,0,20,20,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Male,BY,Married,1,1,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,yes,no,no,41,6.2,no,6,0.39,good
723,autumn,0,1,1,0,2,1,2,0,0,2,14,0,0,0,14,14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,25,2.0,yes,2,0.23,good
724,autumn,0,0,1,0,2,0,13,12,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,38,13.8,yes,14,0.22,good
725,winter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,1,yes,yes,yes,City,City,Recruitment,Secondary special education,h,yes,yes,yes,yes,40,11.0,yes,1,0.04,good
726,winter,0,0,0,0,1,1,5,4,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,DE,Separation,0,0,yes,yes,yes,City,City,Individual entrepreneur,Higher education,k,yes,yes,no,no,60,12.0,yes,5,0.15,good
727,spring,0,1,1,0,4,0,5,3,1,1,1,1,1,0,1,3,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,no,no,42,5.3,yes,7,0.37,good
728,autumn,0,1,2,0,3,1,6,4,0,1,1,0,0,0,1,7,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Male,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Secondary education,k,yes,yes,no,no,45,9.5,yes,7,0.43,good
729,autumn,0,0,4,0,1,0,6,7,0,0,5,2,1,1,0,18,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,no,no,31,6.1,yes,8,0.16,good
730,spring,1,1,1,0,1,1,7,6,1,0,18,5,4,1,0,57,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Male,BY,Married,2,0,yes,yes,yes,City,City,Owner of the enterprise,Higher education,k,no,yes,yes,yes,52,15.0,yes,7,0.26,good
731,winter,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,RU,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,27,4.0,yes,2,0.44,good
732,winter,1,1,0,0,2,1,5,5,0,1,24,0,0,0,24,799,5,6,6,2,3,5,4,3,2,2,2,2,2,2,0,Male,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,a,no,no,no,no,49,0.3,no,7,0.08,bad
733,autumn,3,3,0,0,4,3,16,9,3,3,18,6,5,1,0,8,1,0,0,0,0,2,1,0,0,0,4,4,0,0,0,Feminine,BY,Separation,1,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,no,yes,yes,51,29.1,no,13,0.07,good
734,winter,0,0,0,0,1,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,2,1,yes,yes,yes,City,City,Recruitment,Secondary special education,a,yes,yes,no,no,39,20.1,yes,6,0.04,good
735,winter,0,1,0,0,4,1,6,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Male,BY,Single,0,0,yes,yes,yes,Village1,Village1,Recruitment,Secondary special education,a,no,no,yes,yes,25,4.6,yes,7,0.27,good
736,summer,0,0,0,0,2,1,7,8,1,4,7,2,1,1,9,22,14,4,0,0,0,15,6,0,0,0,9,3,0,0,0,Male,BY,Single,1,0,yes,yes,yes,City,City,Recruitment,Secondary special education,a,no,yes,no,no,40,19.8,yes,10,0.08,good
737,autumn,0,1,0,0,2,0,5,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Married,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,42,5.5,yes,3,0.16,good
738,winter,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,Feminine,BY,Single,0,0,yes,yes,yes,City,City,Recruitment,Higher education,f,no,no,no,no,32,4.0,yes,3,0.30,good
739,spring,0,2,0,0,3,0,3,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Feminine,RU,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,yes,yes,32,0.3,yes,5,0.11,good
740,summer,0,1,0,0,3,1,4,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,c,yes,yes,yes,no,45,2.0,yes,7,0.14,good
741,winter,0,0,0,0,1,0,9,3,2,1,7,7,5,2,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,p,yes,no,no,yes,48,11.2,yes,4,0.20,good
742,spring,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,BY,Married,1,0,yes,yes,yes,City,City,Recruitment,Higher education,k,yes,yes,no,no,55,33.0,no,0,0.04,good
743,autumn,1,1,6,0,4,1,17,9,4,22,6,0,0,0,57,57,19,9,3,0,0,12,4,5,0,0,2,0,0,0,0,Male,BY,Married,2,2,yes,yes,yes,City,City,Recruitment,Higher education,g,no,yes,yes,yes,35,2.3,yes,13,0.36,good
744,summer,0,0,0,0,1,1,3,3,0,0,4,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,Feminine,BY,Single,2,0,yes,yes,yes,City,City,Recruitment,Higher education,d,no,no,yes,yes,63,2.0,yes,4,0.13,good
745,spring,0,1,0,0,4,0,6,10,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feminine,BY,Single,1,1,yes,yes,yes,City,City,Recruitment,Higher education,f,yes,yes,no,no,29,8.1,yes,14,0.39,good
